train_acc,val_acc,train_loss,val_loss,train_emo_acc,val_emo_acc,lr
0.4013823792241898,0.6394042553191489,2.453450038710349,1.9006525723774075,0.2547553480568271,0.24927659574468086,0.0005
0.5701128882242446,0.6870921985815602,2.0625290616112246,1.787243791154422,0.25737542477461867,0.26802836879432623,0.0005
0.6230615383680144,0.7043404255319149,1.9577430884507045,1.7373924897932962,0.26343017282779835,0.2781276595744681,0.0005
0.6623262147490259,0.7552340425531915,1.8815559040753584,1.6442519772507103,0.26946060462373633,0.28604255319148936,0.0005
0.6913172724454252,0.7896737588652483,1.8246578620315665,1.5616138331903087,0.27306548975981615,0.29236879432624113,0.0005
0.7129040298117314,0.8083404255319149,1.777902293882218,1.5175144763261135,0.2756369339631244,0.296822695035461,0.0005
0.7326488306919798,0.8397163120567376,1.7358248492522446,1.45944883343096,0.27854272670350577,0.30266666666666664,0.0005
0.7518161204627384,0.816822695035461,1.6992856022079184,1.4953163269427208,0.2797706976942109,0.2987517730496454,0.0005
0.7647706065082462,0.8356028368794326,1.671125213026954,1.468853566694173,0.27961264202214,0.3007659574468085,0.0005
0.7750746205144105,0.8026950354609929,1.6470362901316686,1.5248710053369483,0.280925719913191,0.29719148936170214,0.00025
0.7909956899434039,0.8617304964539008,1.610515649241726,1.4069835996887428,0.2842752843482331,0.3039148936170213,0.00025
0.7989288688685038,0.807177304964539,1.5948664798016958,1.5090549383751926,0.2837160104316744,0.30521985815602837,0.00025
0.801658368743883,0.8601702127659574,1.5866686544822655,1.4159223371322271,0.28443334002030407,0.3045673758865248,0.00025
0.805828606860832,0.8764255319148936,1.5772939925062104,1.3798557576163928,0.2827859135921799,0.3048794326241135,0.00025
0.8105581188943398,0.8732198581560283,1.5658279137127318,1.3804792072725383,0.2857464179113551,0.3050496453900709,0.00025
0.8138529717505881,0.8754893617021277,1.5584295846663854,1.3783906293650936,0.2855762041106633,0.30453900709219855,0.00025
0.8163514671821713,0.8833191489361703,1.5530838715524722,1.3582006242876694,0.2840078055185746,0.3070921985815603,0.00025
0.8173849081149429,0.8612198581560284,1.5477855399349514,1.4045101927758994,0.28562483662514665,0.3039432624113475,0.00025
0.8229776472805306,0.8670070921985815,1.537358003152293,1.393318318844707,0.28665219849360785,0.3090780141843972,0.00025
0.8242724879786504,0.8711205673758865,1.532491186953203,1.380667535016844,0.2885427874941489,0.308822695035461,0.000125
0.8318409230451249,0.8578156028368794,1.5178762546359033,1.411652805151827,0.28917501018243275,0.31177304964539004,0.000125
0.8324245132189253,0.8898439716312057,1.5157548628721382,1.343604266318998,0.28879202913087615,0.3099007092198582,0.000125
0.8325825688909962,0.8582411347517731,1.5148259741654428,1.4063186907292278,0.2891202986036389,0.3093049645390071,0.000125
0.8355126778886194,0.8886524822695036,1.5075702674191362,1.3388786768091137,0.2882813877288008,0.3139858156028369,0.000125
0.8352938315734442,0.8996312056737589,1.5078922755427975,1.334192441509337,0.2888832150955325,0.3141560283687943,0.000125
0.8370628392877768,0.8949787234042553,1.50245475977694,1.3351163241045445,0.28911421953932853,0.31432624113475177,0.000125
0.8382360986996882,0.8751205673758865,1.5022441825714616,1.3717833467490443,0.2906339856169338,0.3086241134751773,0.000125
0.8400537389285041,0.8241702127659575,1.4974386613223396,1.4616085435863848,0.29022668830813564,0.3089645390070922,0.000125
0.8405400640733378,0.8832056737588653,1.4976034120843829,1.355249017422948,0.2915640824564283,0.31313475177304967,0.000125
0.8408500963531693,0.8520567375886525,1.4951849845261576,1.4118764638468055,0.2914364221059095,0.31449645390070924,6.25e-05
0.8439929726016572,0.8483404255319149,1.4892554401377676,1.4181313575287695,0.2911689432762509,0.3162553191489362,6.25e-05
0.8448318834764953,0.7950921985815603,1.4868124349717267,1.5208955040428036,0.29192882631505357,0.3141560283687943,6.25e-05
0.8454215527146062,0.8649929078014185,1.48599718174365,1.3899058246352929,0.29171605906418885,0.3129078014184397,6.25e-05
0.8457376640587481,0.8799716312056738,1.4837544053410427,1.3595328804801898,0.29122973391935514,0.31543262411347517,6.25e-05
0.8473182207794576,0.8740425531914894,1.4816512754110918,1.3718735680606102,0.29256712806764784,0.312822695035461,6.25e-05
0.8461328032389255,0.8243404255319149,1.4826072315815495,1.4643279826792528,0.2912783664338385,0.31390070921985813,6.25e-05
0.8476039368020474,0.8757446808510638,1.4798898430289762,1.366851967172917,0.2933574064280026,0.3148368794326241,6.25e-05
0.8467163934127259,0.9011631205673759,1.481956494730857,1.3182234236203174,0.2926157605821312,0.31478014184397163,6.25e-05
0.8483942151624022,0.9056737588652483,1.4785649120367161,1.31138323158188,0.2940625778880115,0.315290780141844,6.25e-05
0.8472817463935951,0.8956312056737589,1.4778661590195592,1.330032285025678,0.2919835378938474,0.31653900709219857,3.125e-05
